id,nama
99,Ammonium Glufosinate
100,Kumatetralil
101,Isoksaflutol
102,Propineb
103,Metomil
104,Metil metsulfuron
105,Imazapik
106,alfametrin
107,Dimethomorph
108,Dimefluthrin
109,Klotianidin
110,Fentin asetat
111,Oksifluorfen
112,Asefat
113,Dimehipo
114,Tricyclazole
115,Sulfuril fluorida
116,DEET
117,"2-bromo-2-nitro-1,3-propanediol (Bronopol)"
118,Heptaflutrin
119,Flonikamid
120,Asetamiprid
121,Magnesium fosfida
122,Penoksulam
123,beta siflutrin
124,Cymoxanil
125,"2,4-D dimetil amina"
126,Deltametrin
127,Dimeflutrin
128,Permethrin
129,Abamectin
130,Metiram
131,Picoxystrobin
132,Fluazifop-P-butil
133,Alfasipermetrin
134,Flufenoksuron
135,Fenoxaprop-P-ethyl
136,triklopir butotil
137,Pendimetalin
138,Sodium nitropenolate
139,Imiprotrin
140,d-fenotrin
141,Praletrin
142,d-aletrin
143,Tetrametrin
144,saflufenacil
145,piriproksifen
146,flonicamid
147,fluoksapiprolin (fluoxapiprolin)
148,Seng fosfida
149,Diuron
150,Glifosat
151,Ikaridin
152,Lambda-cyhalothrin
153,Spinosad
154,Tiametoksam
155,Atrazin
156,Parakuat Diklorida 276 g/l (Setara ion parakuat 200 g/l)
157,Mixture of: 5-chloro-2-methyl-2H-isothiazol-3-one (CMIT) and 2-methyl-2H-isothiazol-3-one (MIT)
158,SILVER CHLORIDE
159,Ethylene Glycol monophenyl ether
160,Niklosamida
161,3-iodo-2-propynyl butylcarbamate
162,Fluksametamid
163,dimeflutrhin
164,Metofluthrin
165,Karbofuran
166,tembotrion
167,d-allethrin
168,Parakuat diklorida (paraquat dichloride) setara dengan ion parakuat (paraquat ion active equivalent : 181 g/l)
169,Tebuconazole
170,Monosultap
171,Dichloropenoxy dimethyl amin
172,Tembaga Oksiklorida
173,"Parakuat diklorida, setara dengan ion parakuat 200 g/l"
174,6-Benzylamino-purine
175,24-Epibrassinolide
176,Emammektin Benzoat
177,Dimetoat
178,Brodifakum
179,beta sipermetrin
180,famoksadon
181,Oksatiapiprolin (Oxathiapiprolin)
182,Thiamethoxam
183,Etephon
184,Indoxacarb
185,Chlorfenapyr
186,Prallethrin
187,sihalofop butil
188,Beta-Siflutrin
189,Aluminium fosfida
190,dinotefuran
191,Siromazin
192,5-chloro-2-methyl-4-iso-thiazolin-3-one and 2-methyl-2H-isothiazol-3-one (3:1)
193,Spiripidion
194,Bacillus thuringiensis
195,Serratia marcescens
196,flufenazopir
197,Piridalil
198,Trisiklazol
199,Chlorpyrifos
200,Glyphosate isopropil ammonium (glyphosate active equivalent : 380 g/l)
201,Triflumezopyrim
202,Spinetoram
203,Nitrogen Content
204,Flumioksazin
205,oksamil
206,flufenoximacil
207,Metaldehida
208,Iprodion
209,Tolfenpirad
210,Pyraclostrobin
211,Dodecylguanidine monohydrochloride
212,"D-Gluconic acid, compound with N,N''-bis(4-chlorophenyl)-3,12-diimino-2,4,11, 13-tetraazatetra decanediamidine (2:1)"
213,etylene glycol monophenyl ether (2-phenoxyethanol)
214,Triklopir butoksi etil ester setara triklopir
215,Metalaksil
216,Imidacloprid
217,Paclobutrazol
218,Dinotefuron
219,Malathion
220,etil-4-metiloktanoat
221,Etoksazol
222,2 methylisothiazol - 3 ( 2 H ) one
223,"1,2 Benzisothiazol - 3 ( 2 H ) - One"
224,Transfluthrin
225,Glifosat Isopropilamina
226,tembaga hidroksida
227,28-epihomobrasinol
228,fluroksipir meptil heptil ester
229,Kletodim
230,Oksolinik acid
231,reaction mass of 5-chloro-2-methyl-2H-isothiazol-3-one and 2-methyl-2H-isothiazol-3-one (3:1)
232,Carbendazim
233,"p-menthane-3,8-diol"
234,Diethyltoluamide
235,Pirimiphos methyl
236,tembaga oksi sulfat
237,Metsulfuron-methyl
238,"2,4-D dimetil amina (2,4-D dimethyl ammonium) setara dengan 2,4-D : 720 g/l (2,4-D active equivalent : 720 g/l)"
239,betasiflutrin
240,"4,5 DICHLORO - 2 - OCTYL - 2H - ISOTHIAZOL - 3 - One"
241,Metoflutrin
242,deltamethrin
243,Chlorothalonil
244,Siprokonazol
245,Paraquat Diklorida
246,Ethion
247,Fenvalerat
248,"1,2-Benzisothiazolin-3(2H)-one"
249,Mixture of 5-chloro-2-methyl-2H-isothiazol-3-one and 2-methyl-2H-isothiazol-3-one (3:1) (CMIT/MIT mixture)
250,tiram
251,Saflufenasil
252,hexythiazox
253,Triklopir Butoksi Etil Ester (setara dengan asam triclopir 480 g/l
254,Difenoconazole
255,Prosulfokarb
256,L-Glufosinate Ammonium
257,epoksikonazol
258,Trichoderma harzianum
259,Karbendazim
260,Malation
261,Metoksifenosid
262,Ammonium Glufosinat
263,Indaziflam
264,Dimethoate
265,Karbaril
266,Metoksifenosida
267,2 - Octyl - 2H _ Isothiazol - 3 One
268,"Isopropil amina glifosat, setara dengan glifosat 356 g/l"
269,natrium 2.4-dinitrofenol
270,esbiotrin
271,Nitenpiran
272,Monoamonium glifosat
273,Lambda cyhalothrin
274,Copper thiodiazole
275,maneb
276,"d,d,trans-Cyphenothrin"
277,"Emamektin benzoat (setara dengan emamektin : 8,78 %"
278,Cypermethrin
279,"2,4 D dimetil amina : 865 g/l(Setara dengan 2,4D: 720 g/l)"
280,Kaptan
281,Glufosinate-ammonium
282,Metribuzin
283,propoksur
284,Diazinon
285,"1,3-Bis (hydroxymethyl)-5,5-dimethylimidazolidine-2,4-dione"
286,Triasulfuron
287,Pirakuinat
288,2-Methylisothiazolin-3-(2H)-one
289,5-Chloro-2-methyl-isothiazol-3(2H)-one
290,Natrium bispyribac
291,prokimidon
292,bromadiolon
293,Propamokarb hidroklorida
294,Zinc Pyrithione
295,Sulfentrazone
296,Cyprodinil
297,Fludioxonil
298,MIPC
299,Siflutrin
300,Chlorantraniliprole
301,fenaminstrobin
302,metil tiofanat
303,Dimethicone (Silicone oil)
304,Citronella oil
305,Beta-cypermethrin
306,flutriafol
307,anacardic acid
308,Metsulfuron Methyl
309,Propanil
310,Pretilaklor
311,iminoctadine tris (albesilate)
312,Dimehypo
313,Triadimefon
314,Formaldehyde
315,magnesium nitrate
316,mixture of: 5-chloro-2- methyl-4-isothiazolin-3- one and 2-methyl-2Hisothiazol- 3-one (3:1)
317,Sulfuryl Fluoride
318,Diafentiuron
319,Triazofos
320,Tiafenacil
321,Bifenthrin
322,tembaga sulfat
323,Benomil
324,metamifop
325,Acephate
326,Butralin
327,n-dekanol
328,Tienkarbazon metil
329,Glyphosate-isopropyl ammonium
330,FENTIN HIDROKSIDA
331,"1,2-benzisothizol-3(2H)-one"
332,2-methyl-2H-isothiazol-3-one
333,Zeta-sipermetrin
334,Indol-3-ylacetic acid
335,Fenobukarb
336,Isoprocarb
337,Novaluron
338,Emmamektin benzoate
339,Fenmezoditiaz
340,p-amonium glufosinat
341,Nitenpyram
342,Florylpicoxamid
343,propiconazol
344,Florilpikoksamid (Florylpicoxamid
345,Brodifacoum
346,Klomazon
347,Imazetapir
348,"2-methyl-1,2-benzothiazol-3(2H)-one (MBIT)"
349,2-methyl-4 isothiozolin-3-one (MIT)
350,kartap hidroklorida
351,Poksim
352,"2,4-D Sodium Salt"
353,Isoprotiolan
354,"N, N-Diethyl-meta-toluamide (DEET)"
355,"1,2-Benzisothiazolin-3-one"
356,METARHIZIUM ANISOPLEAE
357,fluksapiroksad
358,Geobacillus sp.
359,Streptomyces sp.
360,Fluopikolid
361,Siazofamid
362,"2,4-D Sodium"
363,chloriumuron-ethyl
364,difekonazole
365,fenpirazon
366,Dietiltoluamida
367,Topramezone
368,Fluroxypyr-meptyl
369,Azadiraktin
370,Nicosulfuron
371,Glyphosate Isopropylammonium
372,"2,4 dichlorophenoxy dimethylamine"
373,Dikuat dibromida
374,"Parakuat diklorida, setara dengan ion parakuat 98 g/l"
375,Klorantraniliprole (Chlorantraniliprole)
376,Pirazosulfuron
377,Oxathiapiprolin
378,Metalaxyl-M
379,Imiprothrin
380,Benzyl-C12-14- alkyldimethyl ammonium chlorides
381,etil klorimuron
382,"2,4-D Natrium"
383,5-chloro- 2-methylisothiazol-3(2H)-one dan 2-methyl isothiazol-3(2H)-one (3:1)
384,Isopropilamina glifosat: 480 g/l setara dengan glifosat: 356 g/l
385,Glufosinate Ammonium
386,Coumatetralyl
387,Metarhizium anisopliae
388,Imazapyr
389,Imazamox
390,TRANSFLUTRHIN
391,"Isopropil amina glifosat, setara dengan glifosat 167 g/l"
392,tiobenkarb
393,"2,4-D isobutil ester"
394,Tranflutrin
395,Paraquat Dichlorida
396,Jamur Spora Hijau
397,Tembaga Tiodiazol
398,Buprofezin
399,Bifenazat
400,dikuat diklorida
401,Gibbrellic Acid
402,Glyphosate
403,Imidaclorpid
404,IPA Glipfosat
405,Transflutrin
406,Fludioksonil
407,Acetamiprid
408,metil tinkarbazon (thiencarbazone-methyl)
409,asam 1-naptilasetik
410,Metalaxyl
411,Ametryn
412,Bentazon
413,MCPA
414,Klorfluazuron
415,Bisultap
416,Isocycloseram
417,Gliocladium virens
418,Bacillus amyloliquifaciens
419,Cyntraniliprole
420,Bacillus thuringiensis var Aizawai GC-91
421,Bacillus thuringiensis vai Aizawai GC-91
422,Copper hydroxida
423,l-amonium glufosinat
424,Mesotrione
425,Atrazine
426,Bispiribak-sodium
427,"4,5-dichloro-2-octyl-2H-isothiazol-3-one"
428,etil 4-metiloktanoate
429,L-Cyhalothrin
430,Alpha Cypermethrin
431,Florpyrauxifen-benzyl
432,Pretilachlor
433,Butyl 4-hydroxybenzoatenzoate
434,Methyl 4-hydroxy benzoate
435,Propyl 4-hydroxybenzoate
436,2-phenoxyethanol
437,Ethyl 4-hydroxybenzoate
438,Asetoklor
439,Temephos
440,BPMC
441,Pymetrozine
442,Propargit
443,"Isopropil amina glifosat, setara dengan glifosat 267 g/l"
444,tetrakonazol
445,Tiosiklam hidrogen oksalat
446,amonium glifosat
447,1-naphthyl Acetic Acid
448,Choline Chloride
449,Beauvaria bassiana
450,tribasic copper sulfate
451,Haloxyfop-P-methyl
452,MCPA DMA
453,natrium bentazon
454,Fluroxypyr-mepthyl
455,Isopropil amina glifosat (glyphosate isopropyl ammonium) setara dengan glifosat (glyphosate active equivalent: 411 g/l)
456,IPA Glyphosate
457,Natrium 5 nitroguaiakol
458,Natrium orto nitrofenol
459,"Natrium 2,4 dinitrofenol"
460,Natrium para nitrofenol
461,Chlorphenesin
462,"2,4-D Acid"
463,"1-[1,3-bis(hydroxymethyl)-2,5-dioxoimidazolidin-4-yl]-1,3-bis(hydroxymethyl) urea"
464,propyl paraben
465,"1,2-Propylene Glycol"
466,methyl paraben
467,Trinexapac ethyl
468,temefos
469,Trifloxystrobin
470,Meperflutrin
471,5 Chloro - 2 Methyl - 2H- Isothiazol 3 One and 2Methyl - 2 H - Isothiazol - 3 one
472,Metalaksil-M
473,triklopir butoksil etil ester (triclopyr butoxyethyl ester): 480 g/l setara dengan triklopir (triclopyr active equivalent: 345 g/l)
474,Siantraniliprol
475,Icaridin
476,seng tiazol
477,Dicamba
478,2 - Methylthiazol 3( 2 ) - one
479,Diflubenzuron
480,Tiodikarb
481,Lambda sihalotrin
482,Zinc Phosphide
483,"2,4 D dimetilamina (setara dengan 2,4-D 720 g/l)"
484,Cyfluthrin
485,Eugenol
486,Thiophanate-methyl
487,flukloraminopir
488,Hexaconazole
489,Trifludimoksazin
490,Amonium glufosinate
491,Butachlor
492,"2,4-D Dimetilamina"
493,Dimetomorph
494,silver nitrate
495,Fenpropatrin
496,Fluroxypyr Meptyl
497,"2,4 D dimetil amina (2,4-D dimethylammonium): 100 g/l setara dengan 2,4-D (2,4-D active equivalent: 83 g/l)"
498,Isopropil amina glifosat (glyphosate-isopropyl ammonium): 300 g/l setara dengan glifosat (glyphosate active equivalent: 222 g/l)
499,Triclopyr Butoxy Ethyl Ester
500,Fentin acetate
501,Tiakloprid
502,Flubendiamida
503,bispiribak sodium
504,Bensulfuron metil
505,Spirodiklofen
506,Isopropylamine glyphosate
507,asam kloro bromo iso sianurik
508,propamokarb hydrochlorida
509,amonium glufosinat setara glufosinat 137
510,d-Tetramethrin
511,3-Iodo-2-propynyl butyl carbamate
512,isotianil
513,fosetil aluminium
514,Chlorpyrifos methyl
515,Fomesafen
516,Quizalofop-P-etil
517,tetraniliprol
518,Tiamektosam
519,Penoxsulam
520,Heksaflumuron
521,Natrium para-nitrofenol
522,"2,4-D isopropil amina"
523,"1,2-Benzisothiazolin-3- one"
524,Fenvalerate
525,Bentazone
526,Parkuat diklorida
527,Isopropil amina glifosat (glyphosate-isopropyl ammonium): 480 g/l setara dengan glifosat (glyphosate active equivalent): 356 g/l
528,propamocarb hydrochloride
529,fluopicolide
530,Abamectine
531,Fluroxypyr meptyl heptyl ester
532,alumunium fosetil
533,Butaklor
534,Oksadiazon
535,Aluminium Phosphide
536,Napropamid
537,fenilfenol
538,iodo propil butil karbamat
539,asam fosfit
540,5-Chloro-2methyl--iso-thiaolin-3-one -dan 2methyl - 2 H -isothiazol-3-one
541,Allyl Isothiocyanate
542,Isopropil amina glifosat (setara dengan glifosat : 118 g/l
543,sitokinin
544,auxin
545,folsistin
546,Asam pteroil glutamat
547,Sulfentrazon
548,Propoxur
549,Cyhalofop-butyl
550,Methyl Bromide
551,Metaflumizone
552,matrin
553,Glyphosate monoammonium
554,d-Phenothrin
555,Spodoptera frugiperda multiplenucleopolyhedrovirus (SfMNPV)
556,DSMA.6H2O
557,bifenazate
558,Bacillus subtilis QST 713
559,Isopropil Amina Glifosat (glyphosate-isopropylammonium): 490 g/l setara dengan glifosat (glyphosate active equivalent: 363 g/l)
560,Metolaklor
561,"2,4-D Dimethyl amine"
562,flusulfinam
563,tripirasulfon
564,ethyl 4-methyloctanoate
565,Parakuat Diklorida 222 g/l (Setara ion parakuat 161 g/l)
566,glyphosate-isopropylammonium
567,Prochloraz
568,L - amonium glufosinat
569,"2,4-D dimethylammonium"
570,"2,4-D etilheksil"
571,"Isopropil amina glifosat, setara dengan glifosat 222 g/l"
572,Thiophanate methyl
573,butil-sihalofop
574,Etil pirazolsulfuron
575,haloxyfop-R-methyl ester
576,Matrine
577,Acremonium variecolor strain CBS 130360
578,"2,4 D Amine"
579,Rizhobium sp.
580,Trichoderma sp.
581,Gliocladium sp.
582,Heksazinon
583,d-trans aletrin
584,Mixture of: 5-chloro-2-methyl-2H-isothiazol-3-one (CMIT) and 2-methyl-2H-isothiazol-3-one (MIT) (3:1)
585,Trichoderma spp
586,Carbosulfan
587,bistrifluron
588,"2,4 D Dimethyl Amine"
589,Imazapir
590,"2,4 epibrassinolit"
591,Isopropil Amina Glifosat 505 g/l (Setara Glifosat 374 g/l)
592,BACILLUS THURINGIENSIS ISRAELENSIS
593,parakuat dikolrida
594,Afidopyropen
595,"1,2-propandiol,3- (4-chlorophenoxy)"
596,Triflumezopirim (Triflumezopyrim)
597,Clorfenapyr
598,CARBARYL
599,prokloraz mangan klorida
600,metil bromida
601,"2,4-D triisopropanolamine"
602,Picloram triisopropanolamine
603,Bispribak sodium
604,"2,4-D, dimethylamine"
605,Glufosinate-P-Ammonium
606,Dimetil amina glifosat (setara dengan glifosat : 360 g/l)
607,Sulfur
608,"2,4-D dimetil amina (2,4-D dimethyl amine): 865 g/l setara dengan 2,4-D (2,4-D active equivalent): 720 g/l"
609,Klorimuron-etil
610,Glufosinat amonium
611,"Isopropil amina glifosat, setara dengan glifosat 360 g/l"
612,Fenoksikarb
613,Bispyribac sodium
614,Spirotetramat
615,Parakuat diklorida (paraquat dichloride) : 276 g/l setara dengan ion parakuat (paraquat ion active equivalent) : 200 g/l
616,Benzil florpirauksifen (Florpyrauxifen-benzyl)
617,Methomyl
618,Quizalofop-p-ethyl
619,Haloksifop-p-metil
620,P-Glufosinate
621,fenoksanil
622,Pyrazosulfuron ethyl
623,2-methylisothiazol-3(2H)-one
624,"1,2-benzisothiazol-3(2H)- one (BIT)"
625,Fluroksipir-1-metil heptil ester
626,fluralaner
627,"2,4-D 2-etilheksil ester"
628,fenazaquin
629,methyl metsulfuron
630,Ethyl ButylAcetylAminoPropionate
631,Trichoderma koningii
632,Metaldehyde
633,Pidiflumetofen
634,D-Alletrin
635,Klofentezine
636,imidaklorid
637,Isopropilamina Glyphosate
638,"N,N-diethyl-m-toluamide"
639,Clorotalonil
640,Methyl N-(1H-benzimidazol-2-yl) carbamate (carbendazim)
641,Glufosinat ammonium
642,Tifluzamida
643,Broflanilida
644,Isopropil Amina Glifosat (glyphosate-isopropylammonium): 480 g/l setara dengan glifosat (glyphosate active equivalent: 356 g/l)
645,Pendimethalin
646,Tetflupyrolimet
647,Butil Silahofop
648,Terbutilazin
649,Cyantraniliprole
650,brodifacum
651,Broflanilide
652,Cyphenothrin
653,flocoumafen
654,Lamdasihalotrin
655,MCPA-Natrium
656,Diafenthiuron
657,Diafenthiuron.
658,Tolcoflos metyl
659,5-chloro-2-methyl3(2H)-isothiazolone dan 2-methyl3(2H)-isothiazolone
660,Mandipropamid
661,Triklopir butiletil ester
662,2-(4-Thiazoyl)-benzimidazole/Thiabendazole (TBZ)
663,Methyl (E)-2-((6-(2-cyanophenoxy)-4-pyrimidinyl)oxy)-alpha-(methoxymethylene)benzeneacetate (Azoxystrobin)
664,"4-(2,2-Difluoro-1,3-benzodioxol-4-yl)-1H-pyrrole-3-carbonitrile (Fludioxonyl)"
665,Buprofenzin
666,6-Benzylaminopurine
667,Triclopyr-butotyl Ester
668,Etil karfentrazon
669,Isopropil amina glifosat (glyphosate-isopropyl ammonium) setara dengan glifosat (glyphosate active equivalent: 356 g/l)
670,Sodium-ortho-nitrophenolate
671,Sodium para-nitrophenolate
672,Sodium 5-nitroguaiacolate
673,"2,4-D etilheksil ester"
674,natrium nitrofenol
675,"2,4 D dimetil amina"
676,Imazalil
677,3-iodo-2-propynyl-butylcarbamate
678,Fluopiram
679,Amonium glufosinat (monoamonium glufosinate) setara dengan glufosinat (glufosinate active equivalent : 201 g/l)
680,Isopropilamina glifosat (setara dengan glifosat 360 g/l))
681,(Z)-9-Octadecenal ((Z)-9-Oktadekenal)
682,(Z)-9-Hexadecenal ((Z)-9-Heksadekenal)
683,(Z)-11-Hexadecenal ((Z)-11-Heksadekenal)
684,fenitrotion
685,"CARBAMIC ACID, BUTYL-, 3-IODO2- PROPYNYL ESTER"
686,"2,4-D dimethyl ammonium"
687,Amonium glufosinat (glufosinate ammonium) setara dengan glufosinat (glufosinate active equivalent: 182 g/l)
688,Pyridaben
689,Emamektin benzoate
690,OIT
691,"2,4-D amina"
692,Sihalodiamide
693,Valifenalat
694,Dimetil amina glifosat (dimethylammonium glyphosate) setara dengan glifosat ( glyphosate active equivalent :180 g/l)
695,3-Iodo-2-propynyl butylcarbamate / IPBC
696,fentoat
697,Fenbuconazole
698,tembaga oksida (copper oxide) setara dengan tembaga (copper oxide equivalent) : 75%
699,Natrium Glufosinat P
700,Isopropil Amina Glifosat (glyphosate-isopropylammonium): 520 g/l setara dengan glifosat (glyphosate active equivalent: 385 g/l)
701,"1,2-Benzisothiazolin-3-one (BIT-84%);"
702,Linseed Oil
703,Boskalid
704,Bacillus thurigiensis
705,Haloksifop-R-metil
706,Cetylpyridinium chloride
707,Methyl Bensulfuron
708,Caryophyllene
709,Mefentriflukonazol
710,Glufosinate-P
711,Triclopyr
712,klorpropam
713,Chlorimuron ethyl
714,"2,4-D dimetil amina: 865 g/l (setara dengan 2,4-D: 720 g/l)"
715,Metalksil
716,Asam 1-Naphtylacetic
717,asam I-naptilasetik (naphtilacetic acid)
718,"Parakuat diklorida, setara dengan ion parakuat 100 g/l"
719,Clopyralid Olamine
720,Pyriproxyfen
721,flusulfamid
722,S-metopren
723,fluroksipir meptil ester
724,natrium trifloksisulfuron
725,Glufosinat-P
726,pirazosulfuron etil
727,tembaga oksin
728,Spinoteram
729,"Bacillus thuringiensis barliner var. kurstaki serotype 3a, 3b Strain HD-1: 1,3 x 10-14 koloni/g"
730,flufenocimaxil
731,Polioksin
732,Bacillus thuringiensis var. kurstaki serotipe 3 abc
733,Natrium-5 nitroguaiakol
734,Natrium-para nitrofenol
735,Natrium-orto nitrofenol
736,asam indol butirat
737,feproxydim
738,Esfenvalerat
739,pyribenzoxim
740,Cordyceps fumosorosea isolate BUC272
741,Monoamonium glifosat : 75 % setara dengan glifosat : 56%
742,Chlorpirifos metil
743,Bacillus subtilis
744,Paenibacillus polymyxa
745,Sodium o-nitrophenolate
746,Sodium p-nitrophenolate
747,Trycyclazole
748,Isopropil Amina Glifosat 160 g/l (Setara Glifosat 119 g/l)
749,isoflualanam
750,Acepate
751,paraquat diclorida: 276 g/l (paraquat ion active equivalen 200 g/L)
752,Chlorfluazuron
753,acibenzolar-S-methyl
754,Diquat dibromida
755,"2,2-dibromo-3-nitrilopropionamide (DBNPA)"
756,flometoquin
757,natrium-p-nitrofenol
758,natrium-5-nitro guaiakol
759,natrium-o-nitrofenol
760,Citral
761,Linalyl Acetate
762,Citronellal
763,28-homobrassinolide
764,Cypermetrin
765,Seng Phosfida
766,Isopropil amina glifosat (glyphosate-isopropyl ammonium): 490 g/l setara dengan glifosat (glyphosate active equivalent): 363 g/l
767,Pyrithione zinc
768,"Amonium glufosinat, setara dengan glufosinat 182,7 g/l"
769,thiobenkarb
770,"2,4-D IBE"
771,flokumafen
772,Prokloraz mangan klorida kompleks
773,Cymbopogon Nardus Oil
774,tembaga hidroksida (copper hydroxide) 54% setara dengan tembaga (copper active equivalent: 35%)
775,flupiradifuron (flupyradifurone)
776,flupyradifurone
777,Terbutryn
778,2-Methylisolthiazol-3(2) - one
779,mefenoxam
780,etaboksam
781,ethaboksam
782,Abamektin (Abamectin) Formulasi
783,Dimethenamid-P
784,Kuizalofop-p-etil
785,Kalium Glyphosate
786,Imazapic
787,kuinalfos
788,5-Chloro-2-methyl-4-iso-thiazolin-3-one and 2-methyl-2H-isothiazol-3-0ne
789,Dipropylene glycol
790,Tecloftalam
791,clothianidin
792,himeksazol
793,2.4-D Natrium
794,Sipermeterin
795,Methoxyfenozide
796,Bensulfuron - Methyl
797,Pyriftalid
798,"2,4-D dimetil amina setara dengan 2,4 D 718 g/l"
799,protiokonazol
800,Piridaben
801,Isoanethole
802,MCPA-Isooctyl
803,Fluopyram
804,5-Chloro-2-Methyl-4-Isothiazolin-3-One / CMIT and 2-Methyl-2H-Isothiazol-3-One / MIT (3:1)
805,"1,2-benzisothiazol-3(2H)-one / BIT"
806,Corynebacterium
807,2-N-octyl-4-isothiazolin-3-one
808,"N-(3,4-dichlorophenyl)-N,N-dimethylurea"
809,methyl-N-(2-benzimidazolyl carbamate
810,Beflubutamid
811,amitraz
812,"2,4-D, Dimetil amina (setara dengan 2,4-D : 720 g/l)"
813,Siprodinil
814,Triclopyr butoxyethyl ester
815,Nitempiram
816,Glyphosate isopropyl ammonium
817,pirimfos metil
818,Sihalofop- butil
819,Pencycuron
820,Fosthiazate
821,Paraffinic oil/White mineral oil
822,Fluazifop-p-butyl
823,"Isopropil amina glifosat, setara dengan glifosat 119 g/l"
824,tembaga asetat
825,2-Octyl-2H-isothiazol-3-one
826,"A formulation of 1,2-benzisothiazolin-3-one (BIT)"
827,"2,2-dibromo-2-cyanoacetamide"
828,WARFARIN
829,alfa-sipermetrin
830,Alpa Sipermetrin
831,Tembaga abitat
832,"Monoamonium glifosat (glyphosate monoammonium) setara dengan glifosat (glyphosate active equivalent : 67,8 %)"
833,Bacillus sp
834,"Isopropil amina glifosat, setara dengan glifosat 178 g/l"
835,2-methyl-2H-isothiazol-3-one/ MIT
836,Triklopir Butoksil Etil ester
837,Boscolid
838,Ametoktradin
839,Tebufenosida
840,Copper pyrithione
841,azametifos
842,Metolkarb
843,niclosamida
844,Propaquizafop
845,Ziram
846,fluroksipir-1-metil heptyl ester
847,"Parakuat diklorida, setara dengan ion parakuat 99,23 g/l"
848,Benzoic acid
849,"pentane-1,2-diol"
850,"Octane-1,2-diol"
851,flusilazol
852,miklobutanil
853,fluoksastrobin
854,flufenacet
855,Aminopiralid potasium (Aminopyralid potassium)
856,Magnesium Phosphide
857,2-chloroacetamide
858,metil kresoksim
859,Thiencarbazone-metil
860,Isopropil Amina Gliposat
861,isoxaflutole
862,thiencarbazone-methyl
863,Bensulfuron-metIl
864,Pretilakor
865,Paenibacillus polymyxa strain H-5
866,Bacillus amyloliquefaciens strain 50
867,Triclopyr Bee
868,Sodium Pyrithione
869,Beta-Cyfluthrin
870,Fenamidon
871,saisentong
872,Tembaga Sulfat Pentahidrat
873,kolekalsiferol
874,Etofenproks
875,Isopropilamin Glifosate
876,Emamektin benzoat (emamectin benzoate) Formulasi
877,"3 -(3,4 diclorophenyl)-1,1 dimethylurea"
878,2 - Octyl - 2H- isothiazol - 3 -one
879,butyl cylahofop
880,cyazofamid
881,Isopropil Amina Glifosat (glyphosate-isopropylammonium): 160 g/l setara dengan glifosat (glyphosate active equivalent: 119 g/l)
882,metil pirimifos
883,asam fosfat
884,"(E,Z,Z)-4,6,10-hexadecatrienol"
885,"(E,Z,Z)-4,6,10-hexadecatrienyl acetate"
886,"(E,E,Z)-4,6,10-hexadecatrienyl acetate"
887,"(E,E,Z)-4,6,10-hexadecatrienol"
888,"2,4 dimetil amina"
889,Sulphur
890,Isoproturon
