produk_id,bahan_aktif_id,kadar,satuan
249,173,276,g/l
250,96,18,g/l
251,174,1.99,%
251,175,0.01,%
252,21,480,g/l
253,110,63,%
253,160,10,%
254,78,50,g/l
255,32,276,g/l
256,176,52,g/l
257,32,276,g/l
258,44,100,g/l
259,177,500,g/l
260,178,"0,005",%
261,18,10,%
262,44,110,g/l
263,179,125,g/l
263,53,175,g/l
264,56,300,g/l
264,26,150,g/l
265,32,276,g/l
266,32,200,g/l
267,13,30,g/l
267,48,250,g/l
268,103,77,%
269,165,3,%
270,180,300,g/l
270,181,30,g/l
271,32,276,g/l
272,182,1,%
273,43,200,g/l
274,39,80,g/l
275,43,25,%
276,13,50,g/l
276,75,100,g/l
277,104,25,%
278,11,200,g/l
279,183,480,g/l
280,178,96,%
281,92,200,g/l
282,29,480,g/l
283,170,450,g/l
284,184,120,g/l
284,185,180,g/l
285,82,500,g/l
286,186,13.3,g/l
287,187,350,g/l
288,188,50,g/l
289,13,52,g/l
290,7,480,g/l
291,110,70,%
292,189,56,%
293,190,100,g/l
293,191,200,g/l
294,15,85,%
295,96,18,g/l
296,127,7.5,g/l
297,82,500,g/l
298,5,20,%
298,4,60,%
299,192,1-3,%
300,111,240,g/l
301,154,350,g/l
302,150,95,%
303,193,30,%
303,120,24,%
304,150,95,%
305,178,0.005,%
306,47,500,g/l
307,29,240,g/l
308,194,1 x 10^7,cfu/g
308,195,1 x 10^7,cfu/g
309,53,50,g/l
310,63,720,g/l
311,53,50,g/l
312,196,98,%
313,186,1.2,%
314,103,40,%
315,150,95,%
316,29,480,g/l
317,44,16,g/l
317,14,11,g/l
318,44,250,g/l
319,102,80,%
320,197,100,g/l
321,13,33,g/l
322,198,15,%
322,102,54.2,%
323,29,240 (setara dengan glifosat 178 g/l),g/l
324,199,200,g/l
325,51,200,g/l
325,3,125,g/l
326,32,276,g/l
327,29,486,g/l
328,63,75,%
329,200,500.00,g/l
330,29,160,g/l
331,123,50,g/l
332,110,60,%
333,178,95,%
334,201,50,g/l
334,202,90,g/l
335,203,"26,00 - 28,00",%
336,56,60,%
337,204,500,g/l
338,44,50,g/l
339,205,456,g/l
340,8,30,g/l
341,32,276,g/l
342,32,190,g/l
342,206,10,g/l
343,145,100,g/l
344,207,5,%
345,39,80,g/l
346,129,95,%
347,113,450,g/l
348,53,50,g/l
349,11,95,%
350,29,555,g/l
351,29,510,g/l
352,208,500,g/l
353,23,40,g/l
354,11,200,g/l
355,209,106,g/l
355,72,53,g/l
356,210,250,g/l
357,194,2.8 x 10^8,cfu/g
358,108,0.40,%
359,88,8,%
359,15,64,%
360,84,480,g/l
361,211,30 - 60,%
362,71,82,%
363,125,865,g/l
364,212,19-21,%
365,154,98,%
366,213,"67,0 - 71,0",%
367,51,60,g/l
367,63,500,g/l
368,214,670; 481.9,g/l
369,215,35,%
370,11,200,g/l
371,43,35,%
371,154,40,%
372,32,276,g/l
373,63,75,%
374,3,250,g/l
375,216,200,g/l
376,217,15.00,%
377,218,20,%
378,48,360,g/l
379,219,95,%
380,126,25,g/l
381,220,99,%
382,221,110,g/l
383,29,240,g/l
384,32,276,g/l
385,74,25,g/l
386,222,"2,5 -10",%
386,223,"2,5 - 10",%
387,224,1,%
388,86,0.105,%
389,23,40,g/l
390,72,50,g/l
390,48,190,g/l
391,29,615,g/l
392,215,25,%
393,44,50,g/l
394,225,480,g/l
395,9,10,%
396,87,15,%
397,226,77,%
398,227,0.02,g/l
398,23,3.98,g/l
399,43,97,%
400,112,75,%
401,48,325,g/l
402,228,290,g/l
403,229,130,g/l
404,170,400,g/l
404,78,40,g/l
405,29,480,g/l
406,13,100,g/l
407,230,20,%
408,32,200,g/l
409,75,210,g/l
410,231,0.0025 - 0.025,%
410,161,3 - 10,%
410,232,20 - 25,%
411,104,20,%
412,233,7,g/l
412,234,130,g/l
413,139,0.17,%
413,44,0.20,%
414,11,95,%
415,3,255,g/l
416,235,500,g/l
417,44,325,g/l
418,89,300,g/l
418,44,50,g/l
419,236,345,g/l
420,187,147,g/l
420,122,20,g/l
421,113,400,g/l
422,102,75,%
423,13,15,%
424,44,50,g/l
425,237,60,%
426,185,98,%
427,238,865,g/l
428,60,495,g/l
429,239,28,g/l
430,240,30,%
431,110,60,%
432,215,317,g/l
433,169,75.00,%
434,241,"1,891",%
435,242,98,%
436,243,75,%
437,108,66.667,%
438,51,200.00,g/l
438,244,80.00,g/l
439,72,50,g/l
439,13,30,g/l
440,202,120,g/l
441,245,276,g/l
442,82,94,%
443,246,500,g/l
444,247,200,g/l
445,85,95,%
446,170,400,g/l
447,202,25,%
448,40,400,g/l
449,96,36,g/l
450,23,5,%
451,165,3,%
452,102,70,%
453,155,97,%
454,43,250,g/l
454,18,50,g/l
455,75,120,g/l
455,13,40,g/l
456,248,">11,4 - <12,6",%
456,249,">0,49 - <0,55",%
457,250,80,%
458,198,75,%
459,126,98,%
460,251,130,g/l
461,252,98,%
462,3,250,g/l
463,84,50,g/l
463,155,500,g/l
464,253,667.6,g/l
465,6,50,g/l
466,48,200,g/l
466,43,200,g/l
467,15,80,%
468,13,20,g/l
468,48,300,g/l
469,170,95,%
470,104,96,%
471,254,95,%
472,255,800,g/l
473,256,150,g/l
474,205,100,g/l
475,257,97,%
476,48,250,g/l
477,94,490,g/l
478,74,25,g/l
479,102,70,%
480,3,125,g/l
480,51,200,g/l
481,43,50,g/l
482,13,95,%
483,9,500,g/l
484,258,30 x 10^6,cfu/g
485,127,12.13,g/l
486,259,500,g/l
487,5,125,g/l
488,127,1.1,%
489,78,50,g/l
490,32,160,g/l
491,260,1220,g/l
492,72,60,g/l
492,261,300,g/l
493,40,550,g/l
493,44,50,g/l
494,262,200,g/l
494,263,6,g/l
495,85,480,g/l
496,9,480,g/l
497,54,276,g/l
498,74,25,g/l
499,3,400,g/l
500,264,98,%
501,53,95,%
502,9,480.00,g/l
503,265,99,%
504,13,5.7,%
505,96,18,g/l
506,26,250,g/l
507,15,80,%
508,155,555,g/l
508,84,55,g/l
509,266,20,%
509,96,4,%
510,112,97,%
511,113,400,g/l
512,267,1-3,%
513,264,400,g/l
514,40,300,g/l
514,96,20,g/l
515,53,0.5,%
516,268,480,g/l
516,29,480,g/l
516,104,1,g/l
517,88,22,%
518,90,80,%
519,75,200,g/l
520,15,80,%
521,112,75,%
522,150,95,%
523,269,98,%
524,270,25,g/l
524,14,75,g/l
525,9,100,g/l
526,271,150,g/l
527,185,300,g/l
528,234,100,g/l
529,272,45,%
529,272,45,%
530,112,75,%
531,16,20,%
532,84,50,g/l
532,155,500,g/l
533,78,600,g/l
534,43,200,g/l
534,43,200,g/l
535,273,25,g/l
536,9,10,%
537,274,250,g/l
538,90,8,%
538,275,72,%
539,276,1.7,%
540,277,10,%
541,9,480,g/l
542,13,"5,7",%
543,92,106,g/l
544,122,25,g/l
545,13,40,g/l
546,278,55,g/l
546,199,550,g/l
547,125,865,g/l
547,279,865,g/l
548,280,70,%
548,64,5,%
549,104,25,%
550,281,95,%
551,3,250,g/l
552,185,300,g/l
553,108,0.64,%
554,108,0.10,%
555,245,141,g/l
556,184,20,%
557,149,80,%
558,7,486,g/l
559,282,70,%
560,283,200,g/l
561,5,"200,00",g/l
562,103,50,%
563,53,5,%
563,43,30,%
564,149,20 - 25,%
564,232,10 - 12.5,%
564,17,2.5 - 5,%
565,284,600,g/l
566,11,200,g/l
567,74,50,g/l
568,41,100,g/l
569,32,276,g/l
570,285,>25,%
571,53,55,g/l
572,9,10,%
573,32,42,%
574,29,160,g/l
574,286,5,g/l
575,287,100,g/l
576,56,50,%
577,173,276,g/l
578,32,140,g/l
579,288,0.35-0.45,%
579,289,1.08-1.15,%
580,166,80,g/l
581,112,250,g/l
581,13,45,g/l
582,154,200,g/l
582,78,100,g/l
583,254,95,%
584,290,20,%
585,30,430,g/l
586,32,138,g/l
587,40,480,g/l
588,291,50,%
589,47,98,%
590,292,0.005,%
591,293,730,g/l
592,84,50,g/l
592,155,500,g/l
593,205,310,g/l
594,208,250,g/l
595,32,138 g/l (setara dengan ion parakuat : 100 g/l),g/l
596,294,Zinc Pyrithione,%
597,295,480,g/l
598,296,37.5,%
598,297,25,%
599,43,200,g/l
600,190,100,g/l
600,119,150,g/l
601,15,80,%
602,110,65,%
603,40,500,g/l
604,298,95,%
605,104,20,%
606,48,100,g/l
606,13,20,g/l
607,15,80,%
608,184,95,%
609,127,8,g/l
609,141,25,g/l
609,299,11,g/l
610,149,80,%
611,2,250,g/l
612,187,98,%
613,13,21,g/l
613,179,45,g/l
614,103,40,%
615,125,290,g/l
616,300,100,g/l
616,182,200,g/l
617,13,30,g/l
618,86,0.068,%
619,32,276,g/l
620,108,0.52,%
621,81,25,%
622,30,100,g/l
622,301,100,g/l
623,54,139,g/l
624,278,0.10,%
624,108,0.15,%
625,123,96.5,%
626,58,100,g/l
627,2,250,g/l
627,3,250,g/l
628,29,480,g/l
629,302,70,%
630,44,50,g/l
631,53,55,g/l
631,5,20,g/l
632,303,25,%
632,304,0.05,%
633,273,250.00,g/l
634,179,25,g/l
634,305,25,g/l
635,306,250,g/l
636,15,80,%
637,5,100,g/l
637,48,200,g/l
638,7,486,g/l
639,82,550,g/l
639,13,20,g/l
640,307,67,g/l
641,35,250,g/l
642,243,720,g/l
643,308,25,%
644,63,75,%
645,43,350,g/l
646,273,250,g/l
647,58,400,g/l
648,104,20,%
649,103,25,%
650,309,167,g/l
650,310,323,g/l
651,10,300,g/l
652,113,400,g/l
653,311,40,%
654,312,500,g/l
655,313,25,%
656,314,>= 3 - < 5,%
656,315,< 10,%
656,316,>= 1 - < 2.5,%
657,151,150,g/l
658,29,480,g/l
659,32,280,g/l
660,96,72,g/l
661,317,99.8,%
662,33,10^8,cfu/g
663,53,50,g/l
664,23,20.00,%
665,82,500,g/l
666,96,18,g/l
667,137,330,g/l
668,39,80,g/l
669,44,50,g/l
670,318,500,g/l
671,51,250,g/l
671,3,150,g/l
672,319,200,g/l
673,53,0.05,%
674,320,70,%
675,51,200,g/l
675,3,130,g/l
676,146,100.00,g/l
676,321,50.00,g/l
677,7,625,g/l
678,103,50,%
679,15,80,%
680,164,0.015,%
681,17,1 - 2.5,%
682,224,"1,4",%
683,153,120,g/l
684,77,100,g/l
685,322,30,%
685,15,55,%
686,136,680,g/l
687,29,480,g/l
688,63,720,g/l
689,47,500,g/l
690,153,480,g/l
691,254,125,g/l
691,20,200,g/l
692,78,50,g/l
693,14,50,g/l
694,3,125,g/l
694,51,200,g/l
695,82,500,g/l
696,323,50,%
697,126,98,%
698,324,150,g/l
699,325,75,%
700,187,100,g/l
701,96,28,g/l
701,43,300,g/l
702,9,480,g/l
703,14,50,g/l
704,44,100,g/l
705,325,75,%
706,6,50,g/l
707,58,400,g/l
708,326,75,g/l
708,327,450,g/l
709,136,670,g/l
710,56,96,%
711,7,490,g/l
712,328,90,g/l
712,101,225,g/l
713,278,92,%
714,329,480.00,g/l
715,22,834,g/l
716,330,50,%
717,13,19,g/l
718,191,75,%
719,96,36.00,g/l
720,103,40,%
721,331,"2,5",%
721,332,"2,5",%
722,96,18,g/l
723,80,200,g/l
723,43,100,g/l
724,64,50,g/l
725,120,77,g/l
725,75,145,g/l
726,170,95,%
727,63,75,%
728,164,0.005,%
729,257,125,g/l
730,58,100,g/l
731,145,100,g/l
732,333,100,g/l
733,113,500,g/l
734,113,290,g/l
735,234,200,g/l
736,35,20,%
737,334,98,%
738,335,500,g/l
739,32,276,g/l
740,185,240,g/l
741,40,94,%
742,309,"347,5",g/l
743,178,0.005,%
744,102,70,%
745,190,30,g/l
745,336,270,g/l
746,104,20,%
747,337,100,g/l
748,110,60,%
749,113,500,g/l
750,186,0.150,%
751,114,400,g/l
751,28,125,g/l
752,53,50,g/l
753,278,100,g/l
754,2,150,g/l
754,3,150,g/l
755,216,25,%
756,74,25,g/l
757,15,80,%
758,32,338,g/l
759,247,200,g/l
760,241,0.606,%
761,231,0.0025 - 0.025,%
761,161,1 - 2.5,%
761,232,2.5 - 10,%
761,149,10 - 20,%
762,199,97,%
763,47,500,g/l
764,15,63,%
764,259,12,%
765,241,"1,1053",%
766,29,60,%
767,103,25,%
768,63,80,%
769,155,500,g/l
769,84,50,g/l
770,338,45,g/l
771,339,200,g/l
772,172,21.5,%
772,15,20,%
773,4,60,%
773,5,20,%
774,44,92,%
775,3,250,g/l
776,88,27,%
777,340,100,g/l
778,128,100,g/l
779,15,75,%
780,341,200,g/l
781,54,44.2,%
782,127,0.53,%
782,44,0.10,%
783,3,125,g/l
783,51,200,g/l
784,154,1,%
785,342,100,g/l
786,5,10,%
787,44,50,g/l
788,11,200,g/l
789,343,250,g/l
790,48,200,g/l
791,29,480 (setara dengan glifosat: 356 g/l),g/l
792,126,50,g/l
793,344,100,g/l
794,47,80,%
795,345,"0,003",%
796,309,270,g/l
796,346,120,g/l
797,189,56,%
798,29,240,g/l
799,117,99,%
800,302,520,g/l
801,53,25,g/l
802,204,25,%
802,347,53,%
803,7,62,%
804,348,3.56 - 3.94,%
804,349,4.75 - 5.25,%
805,229,240,g/l
806,191,75,%
807,350,50,%
808,13,30,g/l
809,108,4.1,mg/pcs
810,43,25,%
811,40,500,g/l
811,44,50,g/l
812,351,91,%
813,352,95,%
814,14,200,g/l
815,112,97,%
816,104,20,%
817,32,276,g/l
818,353,400,g/l
819,198,75,%
820,258,1 x 10^7,cfu/g
821,354,20,%
822,3,250,g/l
823,29,360,g/l
823,125,120,g/l
824,129,95,%
825,355,19 - 25,%
826,30,320,g/l
826,26,160,g/l
827,356,1 X 10^9,cfu/g
828,357,75,g/l
828,3,50,g/l
829,32,276,g/l
830,150,300,g/l
830,11,100,g/l
831,32,140,g/l
832,358,1 x 10^6,cfu/g
832,359,1 x 10^6,cfu/g
833,29,240,g/l
834,36,480,g/l
835,29,250,g/l
836,360,100,g/l
836,361,150,g/l
837,40,540,g/l
837,44,60,g/l
838,11,200,g/l
839,8,50.00,g/l
840,32,138,g/l
841,186,15,mg/pcs
842,48,98,%
843,32,138 (setara dengan ion parakut 100 g/l),g/l
844,362,75,%
844,363,0.7,%
844,237,0.7,%
845,48,500,g/l
846,18,"46,5",g/l
846,43,"56,7",g/l
847,165,3,%
848,9,125,g/l
849,63,90.00,%
850,3,96,%
851,71,80,%
852,207,6,%
853,364,125,g/l
853,51,200,g/l
854,365,60,g/l
855,11,150,g/l
856,366,95,%
857,367,330,g/l
858,110,67,%
859,44,60,g/l
859,40,550,g/l
860,32,42,%
861,58,400,g/l
862,368,520,g/l
863,53,25,g/l
864,23,20,%
865,96,18,g/l
866,29,480,g/l
867,102,70,%
868,259,200,g/l
868,302,300,g/l
869,369,18,g/l
870,229,240,g/l
871,241,0.103,%
872,96,18,g/l
873,370,250,g/l
874,29,480,g/l
875,371,480,g/l
876,53,50,g/l
877,58,400,g/l
878,82,500,g/l
879,73,98,%
880,40,530,g/l
880,44,60,g/l
881,216,97,%
882,103,80,g/l
883,372,865,g/l
884,309,300,g/l
884,97,60,g/l
885,29,480,g/l
886,373,373 (setara dengan dikuat 200 g/l),g/l
887,224,7.1,%
888,96,36,g/l
888,43,25,g/l
889,150,95,%
890,374,135,g/l
890,32,135,g/l
891,53,50,g/l
892,149,80,%
893,51,98,%
894,375,625,g/l
895,50,10,%
896,376,97,%
897,63,75,%
898,377,30,g/l
898,378,180,g/l
899,346,480,g/l
900,278,0.2,%
900,379,0.2,%
900,139,0.2,%
900,44,0.2,%
901,259,98,%
902,380,50,%
903,302,70,%
904,11,200,g/l
905,29,480,g/l
906,381,0.7,%
906,104,0.7,%
906,382,75,%
907,23,40,g/l
908,23,20,g/l
909,383,"1,5",%
910,207,6,%
911,384,480,g/l
912,233,100,g/l
912,151,200,g/l
913,241,0.0135,%
913,241,0.015,%
914,157,10 - 25,%
915,6,30,g/l
916,81,25,%
917,23,20,%
918,29,480,g/l
919,224,13.300,%
920,142,90,%
921,29,485,g/l
922,385,80,%
923,386,0.0375,%
923,100,0.0375,%
924,32,160,g/l
925,22,318,g/l
926,108,"0,069",%
927,29,480,g/l
928,43,10,%
929,154,141,g/l
929,74,106,g/l
930,63,75,%
931,33,≥10^6,cfu/gr
931,387,≥10^6,cfu/gr
932,278,300,g/l
933,127,5,%
934,104,96,%
935,388,15,g/l
935,389,33,g/l
936,390,92,%
937,391,226,g/l
937,29,226,g/l
938,108,"0,058",%
939,11,280,g/l
940,392,4,%
940,393,2,%
941,190,20,%
942,394,0.3,%
943,103,98,%
944,165,5,%
945,395,276,g/l
946,396,Trichoderma spp 10^6,cfu/g
947,103,40,%
948,104,20,%
949,29,480,g/l
950,15,80,%
951,149,80,%
952,341,300,g/l
953,44,92,%
954,51,250,g/l
955,64,50,g/l
956,32,276,g/l
957,11,160,g/l
958,29,525,g/l
959,397,250,g/l
960,155,500,g/l
961,58,400,g/l
962,128,400,g/l
963,23,20,%
964,113,500,g/l
965,43,10,%
966,398,100,g/l
967,21,440,g/l
968,399,50,%
969,92,200,g/l
969,206,20,g/l
970,400,200,g/l
971,401,90,%
972,318,500,g/l
973,402,95,%
974,403,25.00,%
975,43,25,%
976,404,240,g/l
977,43,200,g/l
978,44,0.10,%
978,405,0.05,%
978,118,0.02,%
979,29,480,g/l
980,112,75,%
981,215,"37,5",g/l
981,406,25,g/l
982,85,480,g/l
983,29,480,g/l
984,224,92,%
985,58,400,g/l
986,189,56,%
987,48,200,g/l
987,129,30,g/l
988,82,500,g/l
989,293,722,g/l
990,250,30,%
990,259,15,%
991,407,25,g/l
991,179,50,g/l
992,318,50,%
993,166,345,g/l
993,408,68,g/l
994,72,40,%
994,13,10,%
995,409,50,g/l
996,104,20,%
997,410,4,%
997,71,64,%
998,103,40.00,%
999,96,18,g/l
1000,32,276,g/l
1001,411,97,%
1002,15,350,g/l
1003,53,95,%
1004,412,400,g/l
1004,413,60,g/l
1005,72,50,g/l
1006,54,42,%
1007,414,0.1,%
1008,9,400,g/l
1009,11,95,%
1010,9,150,g/l
1011,51,200,g/l
1011,3,125,g/l
1011,64,50,g/l
1012,415,400,g/l
1013,302,70,%
1014,114,75,%
1015,71,80,%
1016,281,95,%
1017,104,20,%
1018,3,125,g/l
1018,51,200,g/l
1019,102,70,%
1020,32,177,g/l
1021,44,50,g/l
1022,416,100,g/l
1023,278,100,g/l
1024,92,90,%
1025,19,480,g/l
1026,151,10,%
1027,22,480,g/l
1028,298,50,%
1029,15,80,%
1030,355,"19,0 - 21,0",%
1031,44,50,g/l
1032,53,50,g/l
1033,258,3x10^6,cfu/g
1033,417,3x10^6,cfu/g
1033,418,2x10^7,cfu/g
1034,149,80,%
1035,4,60,%
1035,5,20,%
1036,14,50,g/l
1037,39,75,%
1038,26,300,g/l
1039,60,250,g/l
1040,419,600,g/l
1041,198,75,%
1042,48,600,g/l
1043,150,95,%
1044,29,250,g/l
1045,63,75,%
1046,198,75,%
1047,420,"3,8",%
1047,421,"3,8",%
1048,103,40,%
1049,96,92,%
1050,9,11,%
1051,43,25,%
1052,422,77,%
1053,48,250,g/l
1054,423,150,g/l
1055,110,95,%
1056,44,50,g/l
1057,13,40,g/l
1057,65,160,g/l
1058,187,97,%
1059,424,50,g/l
1059,425,500,g/l
1060,426,100,g/l
1061,74,100,g/l
1062,53,55,g/l
1063,7,486,g/l
1064,427,10,%
1065,15,80,%
1066,89,95,%
1067,44,60,g/l
1067,40,540,g/l
1068,9,100,g/l
1069,154,20,%
1070,112,97,%
1071,63,75,%
1072,247,200,g/l
1073,23,20,%
1074,53,60,g/l
1075,273,96,%
1076,125,100,g/l
1076,29,200,g/l
1077,428,"0,0005",g/l
1078,32,135,g/l
1079,44,100,g/l
1079,40,500,g/l
1080,23,20,%
1081,410,35,%
1082,4,60,%
1083,429,300,g/l
1083,82,50,g/l
1084,430,97,%
1085,53,96,g/l
1086,265,85,%
1087,35,250,g/l
1088,245,138,g/l
1089,149,15,%
1089,413,10,%
1089,47,30,%
1090,431,10,g/l
1090,432,300,g/l
1091,103,225,g/l
1092,146,50,%
1093,23,10.00,%
1094,433,"5,3",%
1094,434,"14,5",%
1094,435,"2,4",%
1094,436,72,%
1094,437,"5,8",%
1095,77,150,g/l
1095,58,50,g/l
1096,104,"0,2",%
1096,45,"0,8",%
1096,438,14,%
1097,29,530,g/l
1098,43,200,g/l
1099,32,320,g/l
1100,20,250,g/l
1100,254,150,g/l
1101,153,120,g/l
1102,439,1,%
1103,103,45,%
1104,169,270,g/l
1105,43,100,g/l
1105,440,300,g/l
1106,29,490,g/l
1107,29,480,g/l
1108,51,200,g/l
1108,2,125,g/l
1109,441,50,%
1110,442,570,g/l
1111,104,5,g/l
1111,29,360,g/l
1111,443,360,g/l
1112,444,100,g/l
1113,445,50,%
1114,446,75,%
1115,447,10.00,g/l
1115,448,200.00,g/l
1116,11,150,g/l
1117,56,50,%
1117,56,50,%
1118,293,722,g/l
1119,32,276 (setara dengan parakuat ion: 200 g/l),g/l
1120,26,100,g/l
1120,3,200,g/l
1121,29,480,g/l
1122,13,33,g/l
1123,29,495,g/l
1124,19,10,%
1125,146,150,g/l
1125,190,150,g/l
1126,54,42,%
1127,113,400,g/l
1128,48,250,g/l
1128,96,37,g/l
1129,53,50,g/l
1129,13,30,g/l
1130,126,2.43,%
1131,28,95,%
1132,302,500,g/l
1133,109,600,g/l
1134,75,100,g/l
1134,13,50,g/l
1135,449,1 x10^7,cfu/g
1135,33,1 x10^7,cfu/g
1136,23,40,%
1137,15,80,%
1138,43,95,%
1139,110,60,%
1140,29,480,g/l
1141,21,440,g/l
1142,23,10,%
1143,450,345,g/l
1143,124,35,g/l
1144,451,108,g/l
1145,15,64,%
